gene	nr_patients	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	degree	closeness	betweenness	eigenvector	kcore	clusteringcoeff	leverage	information	bridging	average_neighbors	class
MRPS35	33.0	3.0	0.0	0.0	0.0	27.0	2.0	0.0	1.0	0.0	0.004852832577276084	0.3037887747637175	1.0515686479581713e-05	0.00041783401078662643	86	0.975394171046345	-0.033	0.0002194522878734613	1.2103857030750851e-07	100.44565217391305	
ELOB	7.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.01018039877624222	0.35113673077916563	0.00025794367931516825	0.016312863702356663	78	0.27401770293609673	0.1924	0.0002263580479885753	4.02730259372084e-07	178.7098445595855	
SSR2	12.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	1.0	0.0	0.005433062559341703	0.324025736771634	3.131309583948544e-05	0.009217004649292536	97	0.9731581953169616	-0.2455	0.000221925744813794	3.226281916962607e-07	193.25242718446603	
RHAG	80.0	4.0	0.0	0.0	0.0	65.0	6.0	0.0	5.0	0.0	0.0005802299820656187	0.301079010442224	7.305797226503566e-06	8.825453179532112e-05	10	0.03636363636363636	-0.5201	0.00016352630835933017	1.4443891842349638e-06	90.54545454545456	
ELMSAN1	123.0	30.0	4.0	3.0	0.0	79.0	6.0	0.0	1.0	0.0	0.00015824454056335058	0.29784348919170645	2.6819897572622497e-08	0.0001328312484987445	3	0.3333333333333333	-0.9346	9.342322353727959e-05	2.558876460550084e-07	227.66666666666663	
INSL5	21.0	1.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	0.0007384745226289692	0.2993244763111572	4.855078121526225e-06	0.0002537297940608419	12	0.6813186813186813	-0.5728	0.00017461960301388046	8.304005170679802e-07	268.57142857142856	
CRIP3	32.0	1.0	0.0	0.0	0.0	29.0	0.0	0.0	2.0	0.0	0.00010549636037556704	0.2703110580258451	2.4778967197432193e-07	2.199120988715352e-05	2	0.0	-0.9009	7.109682436059447e-05	2.3048479542611517e-06	92.0	
ZNF517	22.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.00021099272075113408	0.30858964221463875	0.0	0.00039315437106689466	4	1.0	-0.9845	0.00011037447042189214	0.0	555.75	
SAPCD1	16.0	1.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.00031648908112670115	0.30275721741023603	1.0314695715069073e-06	0.00014107741136713724	6	0.0	-0.8814	0.00013318856915095568	2.65042998392988e-06	169.66666666666666	
TIPIN	15.0	0.0	0.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0021099272075113407	0.3230179495629179	9.985615901764571e-06	0.0015076082366353597	38	0.8141025641025641	-0.461	0.00020838900961650184	6.316404576015012e-07	141.55	
RRN3	46.0	2.0	0.0	0.0	0.0	41.0	3.0	0.0	0.0	0.0	0.0023736681084502585	0.32848550396352755	0.00010709806464781088	0.0053816041398262226	40	0.5111111111111111	-0.4233	0.0002105528474528895	2.368665515039555e-06	190.9111111111111	
IFT74	42.0	1.0	2.0	0.0	0.0	27.0	2.0	0.0	10.0	0.0	0.0022681717480746914	0.3136435362322581	2.71381388612803e-05	0.00046140003249621367	33	0.6212624584717608	-0.0581	0.00020877517557171496	5.304138364480715e-07	78.88372093023256	
SEMA5B	197.0	3.0	3.0	0.0	0.0	170.0	12.0	0.0	9.0	0.0	0.0004747336216900517	0.2984171603633234	1.1028022700964102e-06	0.000556633091204094	9	0.027777777777777776	-0.8098	0.00015505827154363457	1.0705173571794864e-06	137.55555555555554	
ADAMTS16	319.0	5.0	1.0	0.0	0.0	276.0	27.0	0.0	10.0	0.0	5.274818018778352e-05	0.29032272036145523	0.0	0.00011188729234750811	1	0.0	-0.9961	4.294695508601827e-05	0.0	512.0	
ZNF211	70.0	5.0	1.0	0.0	0.0	61.0	3.0	0.0	0.0	0.0	0.00021099272075113408	0.2995094494465737	6.045504308248727e-07	0.00018281332629624652	3	0.5	-0.6978	0.00010529120295003629	4.423095428271367e-07	394.25	
PPP1R9B	34.0	0.0	1.0	0.0	0.0	29.0	1.0	0.0	3.0	0.0	0.0014769490452579384	0.3348457281589596	2.1513185732522256e-05	0.000945947422357927	23	0.09788359788359788	-0.4343	0.00019962262428918496	1.2503238638496678e-06	192.67857142857144	
TTC39A	52.0	0.0	0.0	0.0	0.0	47.0	2.0	0.0	3.0	0.0	5.274818018778352e-05	0.2642348690092021	0.0	1.4151608054457629e-05	1	0.0	-0.9789	4.26344781109545e-05	0.0	94.0	
WDTC1	59.0	0.0	2.0	0.0	0.0	52.0	5.0	0.0	0.0	0.0	0.0015296972254457222	0.3329230899424628	7.731147402458853e-06	0.0021874369444517838	29	0.4137931034482759	-0.7381	0.00020102991359008472	1.671797359944511e-06	278.8965517241379	
OR6K3	103.0	1.0	0.0	0.0	0.0	98.0	3.0	0.0	0.0	1.0	0.0007912227028167528	0.31450460648863193	2.4878909700886325e-07	0.0005134481074920149	15	0.37142857142857133	-0.95	0.0001790213342316799	6.459601068066787e-07	636.7333333333332	false_positive
IZUMO1R	38.0	1.0	0.0	0.0	0.0	30.0	5.0	0.0	2.0	0.0	0.00010549636037556704	0.24091923519046202	5.926150904403841e-07	1.8199386720851398e-06	2	0.0	-0.5753	6.308058037863599e-05	8.564010758193358e-07	41.0	
SUPV3L1	46.0	3.0	0.0	0.0	0.0	42.0	1.0	0.0	0.0	0.0	0.00042198544150226817	0.31066401542589683	3.3487206326995036e-06	0.00026001528125290773	7	0.07142857142857142	-0.6163	0.00014713139194511194	1.176439314928853e-06	165.875	
SGCB	19.0	0.0	1.0	0.0	0.0	17.0	0.0	0.0	1.0	0.0	0.0011604599641312375	0.30376436464778817	3.575180765215126e-05	0.00011670446097715604	15	0.08658008658008658	-0.1641	0.00019104282686117715	1.4982404682858342e-06	55.36363636363637	
HINT1	6.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0005802299820656187	0.30470945068871835	3.482373674085365e-06	0.0005852479464153292	10	0.10909090909090907	-0.6543	0.0001639454470439691	8.453704065378679e-07	97.63636363636364	
CLU	39.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	1.0	0.003639624432957063	0.3621705151189528	0.00046396387011578624	0.002461730356096562	40	0.0741687979539642	-0.0664	0.0002171867690138462	2.799927447457469e-06	176.43478260869563	
ASB11	38.0	2.0	2.0	0.0	0.0	30.0	3.0	0.0	1.0	0.0	0.0010549636037556704	0.3151180540573031	2.3151769278185052e-07	0.001411675627277927	20	0.8421052631578947	-0.8051	0.00018969374338419348	1.0322336572688622e-07	247.65	
AOC3	86.0	3.0	1.0	0.0	0.0	75.0	6.0	0.0	0.0	1.0	0.0007384745226289692	0.3159502783835334	2.688718429103501e-05	0.00021640003269333234	12	0.03296703296703297	-0.5606	0.00017440729102038462	3.0670262770324667e-06	150.0	
PPP6C	57.0	1.0	0.0	1.0	0.0	45.0	6.0	0.0	4.0	0.0	0.003006646270703661	0.347783649578165	0.00017791262552788563	0.0023339624061915988	44	0.2932330827067669	-0.3177	0.0002146074123631265	2.1397709867893778e-06	214.50877192982452	driver
CD1D	84.0	0.0	2.0	0.0	0.0	71.0	7.0	0.0	4.0	0.0	0.0020044308471357736	0.31948012092577144	0.00010685299871535532	0.0005791786329762034	24	0.20056899004267426	-0.1867	0.00020665328564401251	2.346050897018707e-06	99.65789473684212	
MSRB1	15.0	0.0	0.0	0.0	0.0	13.0	1.0	0.0	1.0	0.0	0.00031648908112670115	0.3051965213707054	2.957809258388892e-06	0.0001547092642834288	6	0.06666666666666668	-0.8494	0.0001329438861447278	5.3928616694490234e-06	212.5	
USF3	211.0	11.0	1.0	1.0	0.0	180.0	18.0	0.0	0.0	0.0	0.00010549636037556704	0.29820059877535243	0.0	0.00017795830952574906	2	1.0	-0.9802	7.229909082562726e-05	0.0	396.0	
KAT6A	183.0	3.0	0.0	0.0	0.0	161.0	16.0	0.0	3.0	0.0	0.002426416288638042	0.33844905646606505	1.622218881075788e-05	0.0018263395969150128	41	0.4685990338164252	-0.4193	0.00021117899165891483	7.690770108623291e-07	188.43478260869568	driver
KRT10	59.0	0.0	1.0	1.0	0.0	52.0	5.0	0.0	0.0	0.0	0.0018989344867602067	0.3272287472227212	2.543519139000415e-05	0.0008537821293217381	29	0.05396825396825397	-0.2416	0.00020579521393309416	9.662969181304969e-07	121.05555555555556	
OSGIN1	53.0	0.0	1.0	0.0	0.0	49.0	2.0	0.0	1.0	0.0	0.002584660829201393	0.3508890336663622	7.184846431073536e-05	0.002042820093195312	36	0.05357142857142857	-0.3113	0.00021226346457405747	1.5614028322307452e-06	184.75510204081638	
DPH5	16.0	3.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	5.274818018778352e-05	0.2589569048343439	0.0	5.6408423259722226e-05	1	0.0	-0.9841	4.272457928990127e-05	0.0	125.0	
ASCL4	19.0	3.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	0.0	0.0003692372613144847	0.3106231735123458	1.7561897687787182e-06	0.0002137798287571252	7	0.09523809523809523	-0.8403	0.00014157265561569608	2.3826075350165593e-06	209.28571428571428	
CYFIP1	108.0	6.0	0.0	0.0	0.0	95.0	5.0	0.0	2.0	0.0	0.0026374090093891763	0.349526458598962	7.849768086429045e-05	0.0019714299257833144	37	0.2710204081632653	-0.3339	0.00021260815914927062	1.8199339711717025e-06	203.64	
C6ORF141	7.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.00010549636037556704	0.2872868964902085	8.342924008137563e-08	8.440340731887833e-05	2	0.0	-0.972	7.217171923412119e-05	2.9124664064639635e-06	276.0	
SYNE4	33.0	0.0	0.0	1.0	0.0	29.0	3.0	0.0	0.0	0.0	0.0030593944508914444	0.32901725595427794	0.00025818173055846844	0.00042424012417642434	28	0.01814882032667877	0.1707	0.00021447308950740284	1.460478320039439e-06	60.82758620689656	
MYH3	221.0	4.0	1.0	1.0	1.0	191.0	17.0	0.0	6.0	0.0	0.002742905369764743	0.3363173025385347	3.10050843795378e-05	0.0008631842252135692	34	0.4117647058823529	-0.1986	0.0002131435718737164	7.423545527875747e-07	125.03846153846152	
CLDN17	45.0	0.0	0.0	0.0	0.0	40.0	4.0	0.0	0.0	1.0	0.0002637409009389176	0.27690835696185623	1.7427963018547875e-07	4.313386687083936e-05	5	0.1	-0.8409	0.00012211181259007617	3.9205444278166904e-07	72.4	
DOP1B	221.0	10.0	3.0	1.0	0.0	192.0	13.0	0.0	2.0	0.0	5.274818018778352e-05	0.30174709227951324	0.0	0.00013856958846176698	1	0.0	-0.9975	4.297232594972996e-05	0.0	788.0	
ANKRD11	281.0	18.0	7.0	4.0	0.0	230.0	22.0	0.0	0.0	0.0	0.004852832577276084	0.3518164303715686	0.0003126824481805866	0.0018528546960601977	42	0.039417104634495936	0.1535	0.00022071885216096108	1.036555363899992e-06	112.75	
SUCO	118.0	4.0	0.0	2.0	0.0	99.0	12.0	0.0	1.0	0.0	5.274818018778352e-05	0.2653253232629142	0.0	3.2625211220668845e-05	1	0.0	-0.9869	4.2780689062521506e-05	0.0	152.0	
STK32C	36.0	0.0	0.0	0.0	0.0	32.0	3.0	0.0	1.0	0.0	0.00015824454056335058	0.32030300704206305	3.419383843269927e-07	0.00033371422201642015	3	0.3333333333333333	-0.9898	9.40035930131234e-05	2.2320680878768022e-05	706.0	
CNOT9	32.0	3.0	0.0	0.0	0.0	27.0	2.0	0.0	0.0	0.0	0.0033231353518303622	0.3420317268850113	0.00012555119038328735	0.008189165396357176	41	0.3778801843317972	-0.2392	0.0002161529963300383	1.8263809924668198e-06	217.76190476190484	
ME2	50.0	3.0	2.0	0.0	0.0	39.0	2.0	0.0	3.0	1.0	0.00021099272075113408	0.3157075319777737	2.521516597830151e-07	0.0003549475165075352	4	0.16666666666666666	-0.9806	0.0001103586535405846	6.427724910216445e-06	480.5	
AGFG2	46.0	1.0	0.0	1.0	0.0	38.0	3.0	0.0	3.0	0.0	0.00015824454056335058	0.27966150341879986	0.0	9.761966486550796e-05	3	1.0	-0.9549	9.364623301973575e-05	0.0	147.66666666666666	
CNST	95.0	4.0	1.0	0.0	0.0	83.0	4.0	0.0	3.0	0.0	0.0002637409009389176	0.3023746057488685	4.551916817750603e-06	0.00020976122022676492	5	0.1	-0.9344	0.00012296707578515778	2.6242847700972325e-05	219.8	
ZCCHC10	11.0	0.0	2.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0030593944508914444	0.3439987143221458	8.645168744471803e-05	0.004764625562422646	37	0.09195402298850576	-0.1697	0.00021500191263522733	1.1970789338603331e-06	137.94827586206895	
AKAP12	140.0	8.0	2.0	0.0	0.0	122.0	8.0	0.0	0.0	0.0	0.00042198544150226817	0.3153388501313481	8.39145508318471e-07	0.0003320288589818203	8	0.14285714285714285	-0.8205	0.00014890541057645194	1.0053791855445513e-06	228.25	
PTPRN	113.0	4.0	0.0	0.0	0.0	103.0	3.0	0.0	3.0	0.0	0.0013187045046945882	0.3129580673958288	0.00015354415687046072	0.00016648809129551792	16	0.04666666666666667	-0.1626	0.00019418346467351276	2.8166323734210968e-06	67.96	
PIP5K1A	53.0	4.0	1.0	0.0	0.0	45.0	2.0	0.0	1.0	0.0	0.003534128072581496	0.33618570661757696	0.0001515713905411801	0.001834002927134731	39	0.326096788783356	-0.2265	0.00021704697219534052	1.955748473315081e-06	178.22388059701493	
MSGN1	36.0	0.0	0.0	0.0	0.0	34.0	2.0	0.0	0.0	0.0	0.0015824454056335055	0.32093930580299623	3.776578154369402e-05	0.0004288715496940233	23	0.04827586206896552	-0.2591	0.00020094952675745308	1.0060185400238515e-06	90.66666666666669	
NEBL	203.0	1.0	1.0	1.0	0.0	177.0	11.0	0.0	12.0	0.0	0.0017934381263846398	0.33956779582454444	6.232300620348974e-05	0.0009092704786422024	29	0.0873440285204991	-0.4716	0.00020462794330726667	2.4336918183474998e-06	185.82352941176467	
CTBP1	22.0	1.0	0.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.00838696064985758	0.3679587571456738	0.0005846242225478952	0.0052654382672719345	55	0.09712602499800972	0.2628	0.00022522707650842505	7.87162155027412e-07	139.40880503144658	
AUP1	26.0	2.0	0.0	0.0	0.0	22.0	1.0	0.0	1.0	0.0	0.0004747336216900517	0.2942638959223673	2.0266078833828256e-06	0.000148281500042543	9	0.027777777777777776	-0.8448	0.00015521638016240596	2.6040112195272417e-06	131.66666666666666	
ENPEP	179.0	7.0	4.0	0.0	0.0	142.0	23.0	0.0	2.0	1.0	0.00010549636037556704	0.2676092103488917	2.9488740941506062e-08	1.4283057347997553e-05	2	0.0	-0.8792	7.083647016640289e-05	2.2274531104030404e-07	56.0	
LIPF	55.0	1.0	1.0	0.0	0.0	48.0	2.0	0.0	3.0	0.0	0.00015824454056335058	0.29556607071824603	0.00010992906621840184	7.754182499034566e-05	2	0.0	-0.6433	8.017574886482544e-05	0.00010610197177477769	255.33333333333331	
RHOA	83.0	2.0	0.0	0.0	0.0	79.0	2.0	0.0	0.0	0.0	0.02421141470619264	0.3977200133521287	0.004010824676718849	0.011434469715030848	66	0.06108780241839579	0.6105	0.00022936590198624658	6.75832183544032e-07	146.19389978213508	driver
ABCE1	49.0	3.0	0.0	1.0	0.0	40.0	3.0	0.0	2.0	0.0	0.0026901571895769595	0.3451355990755978	0.00016691426832576842	0.0027747593752772306	37	0.10431372549019607	-0.2484	0.0002126439306178628	1.9006494013241917e-06	168.11764705882354	
CLCN6	91.0	4.0	0.0	0.0	0.0	80.0	4.0	0.0	3.0	0.0	0.00015824454056335058	0.30739525059883993	4.681526693295998e-08	0.0002364814508392581	3	0.3333333333333333	-0.9731	9.383806105919402e-05	1.136739146356276e-06	406.66666666666674	
NFKBIE	31.0	2.0	1.0	0.0	0.0	24.0	2.0	0.0	2.0	0.0	0.003850617153708197	0.3439611557770729	2.6053740683354347e-05	0.005607315782747193	64	0.6651445966514461	-0.4689	0.0002183618384259136	5.37990619305138e-07	275.041095890411	driver
PHYHIP	30.0	1.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0015296972254457222	0.316569384089053	0.00029664146522433296	0.0012476085992317385	17	0.017241379310344827	-0.0317	0.00019714446642543865	2.655259320212751e-06	77.44827586206897	
SKAP1	57.0	1.0	0.0	0.0	0.0	52.0	3.0	0.0	1.0	0.0	0.0020044308471357736	0.3485210907084589	4.299318155236849e-05	0.001919159989719737	32	0.1763869132290185	-0.49	0.00020721031991691868	1.4462678609019096e-06	266.57894736842104	
TBL1Y	24.0	0.0	1.0	0.0	0.0	20.0	1.0	0.0	2.0	0.0	0.002057179027323557	0.3267818293410312	9.79624160012062e-06	0.0012437136620102429	36	0.3144399460188934	-0.4417	0.0002079203394469383	5.353499690074093e-07	141.17948717948718	
GPC4	70.0	3.0	1.0	1.0	0.0	55.0	5.0	0.0	4.0	1.0	0.002742905369764743	0.32175878110123696	9.180572712652984e-05	0.00046661194050925925	25	0.061085972850678724	0.1203	0.00021259991029246288	9.035407600113468e-07	64.38461538461539	
ANXA8L1	11.0	1.0	0.0	0.0	0.0	8.0	1.0	1.0	0.0	0.0	0.0002637409009389176	0.2773960076102973	1.1127978271825951e-06	6.759333118085871e-05	5	0.6	-0.7606	0.00012090470013096299	1.1315191495868776e-06	125.8	
FSHB	29.0	0.0	0.0	0.0	0.0	26.0	3.0	0.0	0.0	0.0	0.0017406899461968562	0.3187205570190751	6.861216520387918e-05	0.0004977489733460778	23	0.20833333333333331	-0.1329	0.00020310217903001893	1.4540977019045103e-06	141.0	
TNNT3	44.0	0.0	0.0	2.0	0.0	37.0	1.0	0.0	4.0	0.0	0.0019516826669479907	0.3177935297260086	1.1073965579522833e-05	0.0003926981914151784	31	0.5870870870870871	-0.2632	0.00020638574828227667	4.598397635349244e-07	82.24324324324324	
RETREG3	34.0	2.0	0.0	1.0	0.0	27.0	3.0	0.0	0.0	1.0	0.005749551640468404	0.33138802143398843	0.000373359165485795	0.0004338112074830792	30	0.029221882432891606	0.3457	0.00022232072610730717	9.891132534380385e-07	62.62385321100918	
DEPDC1B	57.0	1.0	1.0	0.0	0.0	47.0	6.0	0.0	2.0	0.0	0.0013714526848823715	0.3102764503377096	3.6449455888704855e-05	0.00044792067710877967	20	0.12615384615384614	-0.4545	0.00019686640187840495	1.3581784557471454e-06	167.15384615384616	
FMO3	111.0	3.0	0.0	1.0	0.0	102.0	4.0	0.0	1.0	0.0	0.00021099272075113408	0.2798851166739212	1.3990057203937018e-06	3.154297703212935e-05	4	0.16666666666666666	-0.7432	0.00010773542619550574	1.91037944685257e-06	107.25	
BACE2	52.0	11.0	0.0	0.0	0.0	39.0	1.0	0.0	1.0	0.0	0.0007912227028167528	0.3078909524787149	6.529161576385131e-06	0.00015741477613311365	12	0.10476190476190476	-0.3594	0.0001774269305094849	7.226438281487987e-07	78.0	
CALY	8.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.00010549636037556704	0.2727291811010903	0.0	4.285333424328737e-05	2	1.0	-0.9611	7.204349732377855e-05	0.0	153.0	
GMNC	9.0	1.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0002637409009389176	0.2891591022437741	6.473263791634303e-08	0.00011818659926365527	5	0.4	-0.8473	0.00012234403791175374	1.5191481137413974e-07	93.4	
MPST	13.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	0.0003692372613144847	0.30433659138890123	1.2098824346253192e-05	0.00019326356760940094	6	0.14285714285714285	-0.5602	0.00013807427947494389	4.469056083511528e-06	136.42857142857142	
WHRN	80.0	2.0	1.0	0.0	0.0	75.0	0.0	0.0	2.0	0.0	0.0012659563245068044	0.3156917136463176	4.2561502762445535e-05	0.0002908755034214051	16	0.08333333333333333	-0.1874	0.00019381163598075472	1.6140344095027284e-06	78.125	
FBLN2	117.0	5.0	0.0	0.0	0.0	106.0	5.0	0.0	1.0	0.0	0.0018461863065724234	0.31502877209668617	3.638300831163093e-05	0.00031200582761823736	27	0.12605042016806722	-0.2604	0.00020514989124485465	1.2805309410430587e-06	81.91428571428571	driver
NDE1	37.0	3.0	0.0	0.0	0.0	29.0	3.0	2.0	0.0	0.0	0.012343074163941344	0.3720874282396312	0.00030269658453093427	0.010982620141217177	96	0.40332342907450197	0.1994	0.0002272773878436234	6.492000221315295e-07	181.55128205128204	
TRIM31	39.0	1.0	0.0	1.0	0.0	31.0	5.0	0.0	1.0	0.0	0.0010022154235678868	0.31993976564951365	6.901043692443317e-06	0.0006442062284938856	18	0.152046783625731	-0.643	0.0001876810855026904	1.4361315904981197e-06	163.0	
HAUS2	16.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.006118788901782889	0.3493262124297406	3.1310634209543785e-05	0.004192759681167492	93	0.8536731634182908	-0.1207	0.00022299850459578252	3.121546830353309e-07	179.8275862068965	
PRSS42P	29.0	0.0	0.0	0.0	0.0	24.0	5.0	0.0	0.0	0.0	5.274818018778352e-05	0.30174709227951324	0.0	0.00013856958846176698	1	0.0	-0.9975	4.297232594973015e-05	0.0	788.0	
CKS1B	8.0	0.0	1.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0065935225234729404	0.3657020402533184	0.00028171467576881316	0.007381831110111744	70	0.2963870967741936	-0.1209	0.00022366427522785162	1.2938140590026343e-06	227.77599999999998	
MOSPD3	20.0	0.0	0.0	0.0	0.0	17.0	2.0	0.0	1.0	0.0	0.0009494672433801034	0.2946951459218482	1.3229276244382886e-05	7.193454556731025e-05	16	0.0457516339869281	-0.5105	0.00018510621601622448	1.459858284855929e-06	91.38888888888887	
FAM131A	25.0	2.0	3.0	0.0	0.0	19.0	1.0	0.0	0.0	0.0	5.274818018778352e-05	0.2403677783587231	0.0	6.7874932921311635e-06	1	0.0	-0.9333	4.166419743489364e-05	0.0	29.0	
CHCHD5	9.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.00015824454056335058	0.27212060341731115	9.693512221240586e-07	3.171799688027939e-05	3	0.3333333333333333	-0.7225	8.963674616270764e-05	1.8008497838063034e-06	84.66666666666667	
CAVIN2	80.0	1.0	0.0	0.0	0.0	74.0	4.0	0.0	0.0	1.0	0.0005274818018778352	0.30436109356198104	5.034238931883394e-06	0.00013090803955625384	9	0.1111111111111111	-0.5503	0.00015904030517817756	1.3469952590162042e-06	88.0	
CTRB1	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.00042198544150226817	0.2720814335930053	3.959664353249812e-05	2.23547489886716e-05	6	0.10714285714285714	-0.3111	0.00014085723118233934	6.0411069684717266e-06	27.0	
CNGA1	88.0	4.0	2.0	0.0	0.0	73.0	8.0	0.0	0.0	1.0	0.0005802299820656187	0.28943805093824865	1.7513265732235417e-06	0.00010085054454372607	10	0.2727272727272727	-0.4819	0.0001629563341432288	3.2534327945700075e-07	82.27272727272727	
MAP3K14	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.00749024158666526	0.3717508034963078	0.00013256205702713976	0.009257784340928095	72	0.3523124562980721	-0.0958	0.0002246082200532313	6.403628025860351e-07	236.80281690140842	
LRRFIP1	69.0	4.0	0.0	0.0	0.0	61.0	4.0	0.0	0.0	0.0	0.0004747336216900517	0.3119869500309191	1.7968126751407936e-06	0.0002926298968576972	8	0.1111111111111111	-0.6488	0.00015402409777793798	6.925315181960578e-07	167.77777777777774	
ZNF691	27.0	2.0	0.0	0.0	0.0	22.0	3.0	0.0	0.0	0.0	0.00031648908112670115	0.3233992840571665	1.4040454258161655e-06	0.00044120952102791815	6	0.13333333333333333	-0.9595	0.00013362967915554164	1.1224922650875102e-05	404.83333333333326	
KCTD19	87.0	2.0	0.0	0.0	0.0	75.0	8.0	0.0	2.0	0.0	0.00010549636037556704	0.2706710392441113	4.400080229989498e-08	2.9164320645353307e-05	2	0.0	-0.9229	7.14719187648601e-05	5.38536701267263e-07	93.0	
HSCB	19.0	1.0	0.0	0.0	0.0	16.0	1.0	0.0	1.0	0.0	0.0010022154235678868	0.3072753207278431	9.521367283680142e-05	0.00020944536295697052	10	0.08187134502923976	0.0381	0.0001836587468628685	2.7210790622275856e-06	55.78947368421053	
RBM42	46.0	0.0	0.0	0.0	0.0	45.0	1.0	0.0	0.0	0.0	0.0008967190631923199	0.3074102484155163	2.5691140771962247e-06	0.002290637319143837	16	0.25735294117647056	-0.7066	0.0001836298585730826	7.317583589108328e-07	160.47058823529414	
RGN	30.0	1.0	1.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.00010549636037556704	0.2757328940741812	6.0520868355859135e-09	3.959030706618726e-05	2	0.0	-0.9475	7.187413270543587e-05	1.1180798136828151e-07	87.5	
DAZAP2	14.0	0.0	1.0	0.0	0.0	12.0	1.0	0.0	0.0	0.0	0.009125435172486549	0.3636336614257761	0.0012941218330073494	0.0037873039488265452	47	0.06801989514719721	0.4207	0.00022555909758430762	7.715099235331855e-07	104.878612716763	
FGB	75.0	1.0	0.0	0.0	0.0	67.0	3.0	0.0	4.0	0.0	0.003375883532018145	0.34680735655969885	0.00010202126891143154	0.0017657576459104126	41	0.1939484126984127	-0.2167	0.0002164593494952231	1.3522677111129508e-06	172.484375	
TBC1D4	123.0	8.0	1.0	0.0	0.0	99.0	11.0	0.0	4.0	0.0	0.0018461863065724234	0.3306171089794526	0.00027967208523912784	0.001323747125776475	27	0.2016806722689076	-0.2432	0.0002035396807868542	2.511417347510241e-06	162.57142857142858	
KLHL26	52.0	1.0	1.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0009494672433801034	0.3246378935950754	2.514529298995985e-05	0.0003458880729032438	17	0.032679738562091505	-0.6368	0.00018567654389125795	5.184131104235045e-06	146.61111111111111	
DNAJB12	31.0	0.0	0.0	0.0	0.0	27.0	2.0	0.0	2.0	0.0	0.00021099272075113408	0.30646823539687834	5.265924576405328e-07	0.0004789152580059272	4	0.5	-0.9629	0.00011020721197538037	6.952572432869702e-06	281.5	
PIK3R3	51.0	7.0	1.0	2.0	0.0	37.0	2.0	0.0	2.0	0.0	0.018461863065724237	0.3912494070742935	0.0024145535463491056	0.008707824625213094	66	0.07924682767089644	0.4993	0.00022868879066189092	7.724950972042461e-07	152.04857142857142	
PRRC1	39.0	2.0	1.0	0.0	0.0	32.0	3.0	0.0	1.0	0.0	0.00010549636037556704	0.2883650605588685	1.619445964857351e-07	6.721517710956143e-05	2	0.0	-0.9192	7.143322052012009e-05	1.8656626711130935e-06	159.5	
VNN2	76.0	3.0	0.0	1.0	0.0	64.0	4.0	1.0	3.0	0.0	0.00010549636037556704	0.27409357841381143	1.4726820346405532e-06	2.9708716832493128e-05	2	0.0	-0.9674	7.194754619376618e-05	4.424516979528408e-05	165.0	
PTRH2	8.0	0.0	1.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.00031648908112670115	0.31529151064324645	4.5330426276217615e-07	0.00031746735368504825	6	0.06666666666666668	-0.875	0.00013310571355616045	1.0070809884206414e-06	244.83333333333331	
C1QB	35.0	2.0	0.0	0.0	0.0	32.0	0.0	0.0	1.0	0.0	0.005485810739529486	0.3144418238080493	4.155077008726789e-05	0.0031877309871967967	93	0.8340179238237491	-0.1549	0.0002219671327232747	4.048391074320955e-07	154.68269230769232	
GSTA1	35.0	0.0	0.0	0.0	0.0	33.0	2.0	0.0	0.0	0.0	0.001107711783943454	0.30878120321119445	3.5124151131212496e-05	0.0005091455574601556	16	0.26666666666666666	-0.2526	0.00018917708876244467	2.3329314126441293e-06	71.33333333333333	
