gene	leverage
CASK	0.3183
MACROD1	-0.9109
SEC14L1	-0.9356
C2CD2L	-0.4108
GYPC	-0.4942
BCAM	-0.5364
DRD3	-0.3993
MYL1	-0.1854
U2AF1	-0.2746
EIF3G	-0.2177
TJP2	-0.5293
RWDD2B	-0.5272
ZCCHC10	-0.1697
NRXN1	0.3228
NRXN3	-0.0392
NLGN1	-0.3984
NLGN2	-0.2685
NLGN3	-0.3829
NLGN4X	-0.3984
NLGN4Y	-0.3984
SERPING1	-0.1039
GLG1	-0.9129
CEACAM5	-0.4706
PODXL2	-0.4827
ERRFI1	-0.679
GRB10	-0.2418
PITPNA	-0.7901
SOCS7	-0.5657
PTPN1	0.0908
GRB14	-0.6889
PTPN2	-0.522
SNX2	-0.2387
SNX4	-0.3821
EPS8	0.1445
SOCS3	0.0042
XRCC6	0.428
FER	-0.6181
HIST3H3	0.3707
CALM2	0.0544
CDC25A	-0.1292
CEACAM1	-0.483
ATP5C1	-0.2138
SGSM2	-0.3838
HOXC10	-0.8543
S100A7	-0.5165
ALCAM	-0.5028
CMTM8	-0.9777
SOCS5	-0.6354
SH3BGRL3	-0.9793
KRT8	-0.2244
KRT17	-0.1976
MT-CO2	0.0204
AMH	-0.3922
SNRPD2	0.1511
CAMLG	-0.1327
PIK3C2B	-0.2177
RIPK1	0.2088
MAP3K14	-0.0958
SH2D3A	-0.7538
DOK2	-0.4017
SCAMP1	-0.3173
SCAMP3	-0.9268
TNK2	-0.2258
EPPK1	-0.8012
DEGS1	-0.6556
AGTR1	-0.3229
A2A284	-0.9832
RUTBC1	-0.4666
SH2D1A	-0.2505
APBB3	-0.422
APBA3	-0.7707
RET	-0.3304
HSPA1A	0.0188
P0DOX5	-0.2768
LAMP1	-0.7558
S100A4	-0.2676
ATP5F1C	0.141
NUMB	-0.3237
RGS4	-0.5741
BMX	-0.5448
STAT2	0.8328
LRP1	0.2269
SLA	-0.6072
FKBP5	0.3585
RAPGEF1	-0.4258
EEA1	-0.3149
Q53FC7	0.0677
TNS3	-0.9222
IGH@	0.0833
DOK6	-0.2797
CLNK	-0.0852
NUDCD3	0.502
TNS4	-0.4669
SH2D3C	-0.7289
Q8TCD0	-0.1809
DOK4	-0.3855
HDAC7	0.0503
RIN2	-0.7996
RUBCN	-0.6334
APBB2	-0.4319
MAP3K3	-0.2328
SH2D2A	-0.3078
SH2B1	-0.5468
CISH	-0.4918
ITSN2	0.1809
DOK5	-0.2702
STAP2	-0.8312
APPL1	0.1032
SH2B3	-0.6893
NUMBL	-0.4388
AGO2	-0.1117
AIFM1	-0.0617
AKAP12	-0.8205
AKAP17A	-0.6561
APEX1	-0.063
ARFGEF1	-0.3979
ARHGEF5	-0.2736
ATP2B4	-0.4086
ATP6AP1	-0.378
ATP6V0A1	-0.1842
ATP6V0A2	-0.1885
ATP6V0A4	-0.2607
ATP6V0B	0.123
ATP6V0C	0.2728
ATP6V0D1	0.0667
ATP6V0D2	0.0959
ATP6V0E1	0.0764
ATP6V0E2	-0.093
ATP6V1A	0.1137
ATP6V1B1	-0.0716
ATP6V1B2	-0.066
ATP6V1C1	-0.0567
ATP6V1C2	-0.0393
ATP6V1D	0.0277
ATP6V1E1	-0.0093
ATP6V1E2	-0.0102
ATP6V1F	-0.0276
ATP6V1G1	-0.0815
ATP6V1G2	-0.1014
ATP6V1G3	-0.0982
ATR	0.1257
BABAM2	-0.4218
BTBD18	-0.9862
BZW2	-0.7839
CD58	-0.8462
CD63	-0.4714
CEBPZ	-0.4773
CNOT9	-0.2392
CNTF	-0.2643
CSF2	-0.2003
CSF3	-0.3262
CSH1	-0.2553
CSH2	-0.279
CSTA	-0.0791
CTF1	-0.3771
CYLC2	-0.5325
CYTH2	-0.5707
DAZL	-0.1809
DCBLD2	-0.5793
DHCR24	-0.9892
DHX9	0.1588
DKFZP686B23205	-0.8745
DNAJA2	-0.623
DOP1B	-0.9975
DSG2	-0.4302
DUSP3	-0.47
E2F4	-0.0501
EDNRA	-0.348
EIF4G2	-0.3543
EPN3	-0.6448
ERCC1	-0.0072
FAM83B	-0.9911
FAM98A	-0.604
FKBP8	-0.2028
GABRA3	-0.227
GAREM1	-0.8885
GH1	-0.1408
GH2	-0.204
GOT1	-0.1533
GPER1	-0.8561
GPM6B	-0.8746
GPRC5A	-0.9916
GPRC5B	-0.6732
HEMGN	-0.8073
HMGB2	0.0137
HSD11B1	0.2448
HSP90B1	0.3443
HSPA2	0.2371
HSPB1	0.1001
HTR3A	0.0208
IFNA1	-0.1789
IFNA10	-0.1988
IFNA13	-0.3679
IFNA14	-0.1841
IFNA16	-0.2002
IFNA17	-0.209
IFNA2	-0.162
IFNA21	-0.1672
IFNA4	-0.1932
IFNA5	-0.1672
IFNA6	-0.2186
IFNA7	-0.2101
IFNA8	-0.1833
IFNB1	-0.0985
IFNE	-0.364
IFNG	-0.127
IFNK	-0.3407
IFNL1	-0.367
IFNL2	-0.3663
IFNL3	-0.3761
IFNW1	-0.3512
IL10	-0.1332
IL11	-0.3579
IL13	-0.2865
IL15	-0.3085
IL17D	-0.3363
IL19	-0.3431
IL20	-0.3415
IL21	-0.2527
IL22	-0.3284
IL23A	-0.1865
IL4	-0.1284
IL5	-0.2872
IL7	-0.3
IL9	-0.3822
ILF2	-0.3527
IPCEF1	-0.6886
IPO7	-0.4751
IQSEC1	-0.8512
JAK1	0.2849
LEP	-0.1466
LIF	-0.3314
LINGO1	-0.5085
LMBR1	-0.6058
LPAR3	-0.0356
MAP2K2	-0.1079
MAP3K12	-0.5399
MAPKAPK3	-0.32
MARS	-0.2947
MAS1	-0.8422
MIF	-0.2949
MPV17	-0.8539
MRPL10	-0.0042
MRPL9	-0.0098
NCAM1	-0.1091
NDN	0.0255
NDUFA9	-0.0531
NELL1	-0.7511
NLRP10	-0.9456
NOSIP	-0.8209
NOTCH3	0.0614
NUCKS1	-0.6296
OSM	-0.293
PDAP1	-0.9608
PID1	-0.7418
PIK3R5	-0.414
PIK3R6	-0.4888
PLAU	-0.2412
PLCB1	0.297
PLCB2	0.2959
PLCB4	0.2595
PPARGC1A	0.2247
PPM1A	-0.4745
PPM1F	-0.5542
PRDX1	-0.3333
PRSS42P	-0.9975
PTGS2	-0.3919
RAB3A	0.2052
RIN1	-0.3207
ROR1	-0.7089
RPL14	0.1312
RPL17	0.0181
RPL22	0.0428
RPL38	-0.0178
RPLP2	-0.0611
RPS15	0.165
RXFP3	-0.5627
SERPINB12	-0.9386
SESN2	-0.1783
SH3GLB1	0.0974
SH3GLB2	-0.5016
SMG1	-0.1502
SRRM4	-0.1882
STAMBP	-0.221
SUPT5H	0.1908
TAF4	-0.2659
TBRG4	-0.333
TCIRG1	0.0428
THPO	-0.3491
TLR4	0.0096
TOP1	-0.386
TRHDE	-0.8121
TRPV1	-0.6624
TSLP	-0.3792
UBE2D1	0.376
UBE2D2	0.3877
UBE2D3	0.3622
UBE2V2	-0.0831
UCHL1	-0.561
UFL1	-0.6613
USP34	-0.8369
USP6NL	-0.859
USP8	-0.4323
VRK1	-0.6298
YBX1	0.2604
ZFYVE28	-0.9412
ZNF516	-0.8453
ZPR1	-0.857
GPC4	0.1203
PRMT1	0.184
FGFR1	0.1359
NRP1	-0.0139
CXCL13	-0.5412
RPS19	0.1358
PTX3	-0.2775
GPC3	0.1659
FGFRL1	-0.8004
API5	-0.6722
NGFR	0.1603
FLRT2	-0.344
FLRT3	-0.3568
FLRT1	-0.642
FLT1	-0.0802
FLT3	-0.1338
FRS2	-0.1542
HOXB7	-0.5652
INSRR	-0.505
KLB	-0.5914
NFATC4	-0.236
TYRO3	-0.6002
NPHS1	-0.3558
TRPV4	-0.4627
GRAP	-0.5375
SH2B2	-0.369
SLAMF1	-0.2282
TRAT1	-0.7552
SKAP1	-0.49
NEDD9	-0.0941
CNTNAP1	-0.6704
CD226	-0.7415
PTPRA	-0.5092
CNTN1	-0.1738
PTPN5	-0.4026
EPHA8	-0.2984
ACP1	-0.5188
CNN1	-0.4801
IL2RB	0.092
CTNND2	-0.4423
YTHDC1	-0.1201
PTPRE	-0.6068
TRPC6	-0.1481
BCL3	0.011
MS4A1	-0.2904
FCER2	-0.7724
CTLA4	-0.6088
SNX26	-0.9942
HTR6	-0.4647
CD48	-0.17
FLOT2	-0.372
MAG	-0.4753
NMT1	-0.2368
ADD2	-0.585
THY1	-0.5318
CNN3	-0.9506
FLOT1	-0.4351
FNBP4	-0.8041
BAG4	0.4279
DTX3	-0.2502
EFS	-0.3477
RTN4	-0.053
MED14	-0.1208
TRIM39	-0.0303
ORC1	-0.1188
ARHGAP32	-0.6606
TULP1	-0.8565
PPP1R12A	-0.2635
TCAP	0.0436
FANCA	-0.2204
ASAP2	-0.5946
HNRNPR	0.0059
GSTZ1	-0.6522
PRICKLE3	-0.6487
EXTL3	-0.8763
AIRE	-0.7335
SNX3	-0.4746
SLC24A1	-0.8645
NOS1AP	-0.1749
SEMA7A	-0.7833
CDKL5	-0.8867
DLGAP3	-0.4017
HEXA	-0.6728
C6	-0.3252
GNS	-0.9707
GCFC2	-0.532
XRCC1	-0.2739
CAST	-0.5247
PAX7	-0.6215
PAX3	-0.5054
CNTFR	-0.05
POLD1	-0.1174
PTPN4	-0.5326
CDC27	-0.1462
HOXC8	0.0587
FCGR2C	-0.3553
NKX2-1	-0.5942
MKI67	-0.6671
LRBA	-0.9921
BRCA2	0.0324
CYP4F2	-0.2715
RPP38	-0.4066
GUCY2D	-0.1702
FOXF2	-0.8811
AKAP6	-0.77
PDIA2	-0.6289
SHROOM2	-0.9836
LTBP2	-0.9055
SNX17	-0.6656
CSMD2	-0.9788
RIMS1	0.0358
RP1L1	-0.7955
DOCK3	-0.8943
NBEA	-0.8599
RIN3	-0.0759
NELFB	-0.378
DNASE1L2	-0.9921
DLX4	-0.8505
SCARF2	-0.9261
PRMT6	0.368
ASB16	-0.7946
VPS13A	-0.967
GAD1	-0.5454
C7ORF25	-0.3324
TRAIP	-0.4266
APOL5	-0.9753
PRX	-0.7722
TDRD1	-0.3071
GPR63	-0.9971
DUSP15	-0.9715
C8ORF33	-0.1495
ISG20L2	-0.4709
MEPE	-0.8679
TULP4	-0.7977
CELSR3	0.1026
SELENON	-0.9822
DLGAP2	-0.3087
GABBR1	-0.3638
BAZ2A	-0.6035
TSKS	-0.7106
DDX41	-0.5468
DKKL1	-0.4833
HCN2	-0.6224
BRPF3	-0.9722
KMT2B	-0.4232
SNX12	-0.8773
RIMS2	-0.5067
EPB41L3	-0.2997
HCN4	-0.2702
WNK2	-0.5738
MAP4K5	-0.7963
SNX8	-0.7484
GPR45	-0.7795
NFS1	-0.2561
ABLIM2	-0.7363
ABLIM3	-0.62
AGAP2	-0.7398
ARHGAP33	-0.7921
CAPN2	-0.3794
CASR	-0.7854
CD22	-0.2523
CD244	-0.4205
CD84	-0.3379
CDK5R1	-0.0387
CHRNA7	-0.1785
CLEC4E	-0.7404
CLEC6A	-0.8092
CRMP1	0.1944
DAB1	0.0464
DPYSL2	-0.3601
DPYSL3	-0.4243
DPYSL5	-0.3292
ELMO1	-0.1252
EPHA1	-0.2909
EPHA3	-0.3348
EPHA5	-0.3965
EPHA6	-0.4336
EPHA7	-0.3547
FARP2	-0.6939
FCER1A	-0.1246
FYB2	-0.9343
IL1B	-0.116
KCNA5	-0.3827
KIRREL1	-0.6058
LRP8	-0.242
MAP3K11	-0.3952
MAPK8IP3	-0.4367
MPIG6B	-0.7113
MS4A2	-0.1516
NGEF	-0.3397
NPHS2	-0.4747
PDE4D	-0.4954
PLXNA1	-0.1069
PLXNA2	0.1009
PLXNA3	-0.0456
PLXNA4	-0.058
PRAM1	-0.562
PTPN13	-0.3672
PTPN21	-0.3779
RBFOX2	-0.1781
RUNX3	-0.2378
S1PR1	-0.5395
SEMA3A	-0.3392
SH2D1B	-0.3645
SLAMF7	-0.2819
SMO	-0.266
TDGF1	-0.3743
TRPV6	-0.7066
TSNAX	-0.0549
UHRF2	-0.5919
UNC5B	-0.5577
UNC5C	-0.6506
VLDLR	-0.3664
CTSL1	-0.1339
CD1D	-0.1867
HLA-DMA	-0.4589
CTSF	-0.7771
TMEM60	0.2402
SEC22A	0.4271
SMIM1	-0.0525
TMEM243	-0.255
POMGNT1	-0.4971
TMEM97	0.0
UPK2	-0.0705
SLC35B1	-0.6258
PLP1	0.2356
TMEM254	-0.3755
FXYD6	0.1493
CMTM7	0.0012
CLDN19	0.0715
EDDM3B	-0.4468
C14orf180	-0.1853
PTCH1	-0.332
TMEM120B	-0.097
PLPP4	-0.3027
PGA4	-0.5249
E9KL44	-0.6578
HADHA	-0.221
CTSB	-0.107
NFYC	0.1438
SEC24A	0.0475
SEC24B	0.0296
SEC24C	0.0074
SEC24D	0.0432
NFYA	0.1485
CIITA	-0.3315
CTSS	-0.2719
HFE	-0.6777
LGMN	-0.5504
NFYB	0.2458
RFXANK	-0.3708
RFXAP	-0.5274
SAR1B	-0.1621
SEC31A	-0.1058
ADAM12	-0.3621
KPNB1	0.0742
GTF3C1	-0.0662
LTBP1	-0.6886
A8K6G4	-0.9655
MT-RNR2	-0.6784
TMEM219	-0.9455
PTPRH	-0.7731
IFNAR1	-0.0421
CSF3R	-0.0095
LIME1	-0.0226
LAX1	-0.8067
ARHGAP17	-0.5965
TUB	-0.6676
DEF6	-0.4842
KIR2DL3	0.1947
C1QTNF2	-0.3333
NFKBID	0.2034
TRIM35	-0.323
UBAP2	-0.2428
CTDSP1	-0.2109
FAM166B	-0.535
RORB	-0.3021
ASB9	-0.4466
LZTS2	0.4794
MLF1	0.1949
PTPRM	-0.402
F5GZM7	-0.3093
CDKAL1	-0.9935
CD52	-0.3834
CD7	-0.4744
FCMR	-0.4851
PTPRCAP	-0.4915
SGMS1	-0.8346
SMPD1	-0.4237
SOCS2	-0.454
STAP1	-0.6654
TCF3	0.0652
UGCG	-0.7643
ACP5	-0.5572
CTNNBL1	-0.0149
ABCF3	0.0775
GET3	0.0634
NCS1	-0.154
PEPD	-0.6637
POU2F2	0.1665
POU2F1	0.3772
EPAS1	0.0747
MAP3K1	-0.0601
LY6G6F	-0.9733
FAM124B	-0.1407
USP2	0.0997
KCTD6	-0.3784
TGM5	-0.4762
TRIM43	-0.6754
CREBRF	-0.683
STAC3	-0.066
DNCI1	-0.4256
B0QZE7	0.2116
ZNHIT1	-0.5015
CPNE6	-0.6366
A1BG	-0.5587
ATP5F1B	0.043
PDHB	-0.1131
PKM	-0.341
RPS2	0.3459
MSH2	-0.4105
HADHB	-0.3928
FLAD1	-0.6007
OLIG1	-0.3554
DOCK7	-0.7531
PHAX	-0.0747
TRIM36	-0.1525
AGAP1	-0.3048
ARTN	-0.5355
GFRA1	-0.4627
GFRA2	-0.5556
GFRA3	-0.507
GFRA4	-0.5699
NRTN	-0.5108
PSPN	-0.5104
TIA1	-0.3629
ERBB2IP	-0.549
TOB1	-0.2964
ACPP	-0.9567
HDLBP	-0.6054
TNS2	0.3692
B4DYC6	0.4916
A8K1F4	0.1406
AARSD1	0.38
ADGRB1	-0.5048
BCAR3	-0.0601
BAIAP3	-0.6211
GLCE	-0.5483
CYP17A1	-0.4
PSAP	-0.4997
ANXA6	-0.554
IARS1	-0.5962
POLD2	-0.2123
CLCN6	-0.9731
IL13RA2	-0.0071
SH2D5	-0.975
SUPT6H	-0.3746
Q7Z3Y4	-0.076
UNC45B	-0.6518
TTC9B	-0.9944
PRDM14	-0.0575
TCEAL2	-0.9944
CACYBP	0.2181
MTCH1	-0.9712
GMPR2	-0.9915
PSMC3IP	-0.6154
KLK5	-0.2472
UTP18	-0.1758
SYMPK	0.0385
ATF1	0.0963
CDK8	-0.1261
CPNE3	-0.8477
CRHR2	-0.4535
DKFZP434N181	-0.0113
ELAVL1	0.0672
HES1	-0.0368
HES5	-0.6084
HEY1	0.0446
HEY2	-0.3174
NOTCH4	-0.0128
OSMR	-0.0502
SRPK1	0.1372
STOM	0.3182
STOML3	-0.2543
YBX3	-0.5498
MPDZ	-0.421
SPRED2	-0.3568
PTPRU	-0.7417
PLCE1	0.1209
CSF2RA	-0.0502
HSH2D	-0.517
TNS1	-0.7425
CHEK1	-0.0111
ADAM8	-0.6685
SNAI2	-0.3395
AGTR2	-0.6639
RASA4	-0.3095
FLYWCH1	-0.7706
C1QBP	0.0413
EBF1	0.2497
JUNB	0.0531
LGALS3BP	-0.0782
PDF	-0.9916
SLC25A5	-0.3977
SSR1	-0.1259
TFAP2C	0.0998
TPTE	-0.5991
MST1R	-0.7506
CD72	-0.4126
CALD1	-0.3246
DRD4	-0.5574
BAT2	-0.4495
SNTA1	-0.1975
BCL2A1	-0.221
DTX1	-0.452
SIGLEC7	-0.7853
NEU3	-0.9908
MERTK	-0.5331
PDE6G	-0.4888
RALGPS1	-0.7917
MTA3	-0.011
KHDRBS2	-0.1053
SHKBP1	-0.8344
JUB	-0.7275
NPM1	0.2572
SYP	0.0693
PNRC1	-0.6206
ADA	-0.6868
MYG1	-0.1145
VPS37C	0.2547
ANKRD23	-0.6085
NUTM2F	-0.5637
EFHC2	0.1252
MEI4	0.0143
PRR22	-0.5914
TRIB3	0.0706
TBC1D3G	-0.8814
TBC1D3B	-0.8814
SF3A2	-0.0048
BTG1	-0.4878
CPSF7	0.0423
MED19	-0.1159
SPATA2L	-0.8608
CCDC28B	-0.5329
ZNF474	-0.2889
PLEKHA7	-0.4371
GGN	-0.5373
KIAA0408	-0.4784
PHETA1	-0.6228
ZBTB12	-0.8898
RNF208	-0.6295
PRR5-ARHGAP8	-0.7192
SNRNP200	0.0037
A6XND8	-0.998
FAM22F	-0.8884
C9JIR5	-0.9941
C9JTL3	-0.2189
ND4	-0.9815
J3KNK4	-0.998
TCERG1	-0.4572
ZBTB7B	-0.3273
RGL2	-0.6718
CASC3	0.2065
EIF3D	-0.2194
TSPAN2	-0.33
BRD4	-0.2194
CUTA	-0.9055
PHACTR2	-0.9792
FOXH1	0.0759
CELF2	-0.9788
NADK	-0.8649
GPANK1	-0.018
HP	-0.4785
AGT	0.0614
APCS	-0.4705
AHSG	-0.5643
GC	-0.6278
FTH1	-0.2304
MT-ND4	-0.0728
MT-ATP8	-0.2317
HMGN2	-0.7793
FABP1	-0.7567
H1-0	-0.5279
BPGM	-0.2743
FH	-0.402
ESD	-0.7895
COX6A1	-0.1124
DARS1	-0.2911
ZNF32	-0.764
RYR1	-0.2857
UBA1	-0.0276
ALAS2	-0.8138
RPL13	0.054
CRYBB3	-0.8035
ECHS1	-0.2334
CKS2	-0.5713
ELK3	-0.7733
CASP2	-0.1916
HELZ	-0.9313
SLC1A2	-0.6829
ID4	-0.6141
LEPR	0.0142
PRRC2A	-0.394
KCNQ1	-0.2807
AFF2	-0.9847
C21ORF58	-0.9808
IL5RA	-0.1184
CD164	-0.5349
E2F2	-0.3036
LY6D	-0.6293
ITIH4	-0.5823
PON2	-0.9691
SS18	-0.673
HMGN3	-0.7469
MYLK	-0.2831
DBN1	-0.202
UGP2	-0.7981
TMEM128	-0.1029
ZMAT1	-0.6613
SH3D19	-0.4415
ZNF311	-0.992
WDR44	-0.9824
Q5JUE6	-0.998
PLEKHS1	-0.8485
Q5T189	-0.607
Q5VYR6	-0.6694
HCTP4	-0.8779
ARL6IP4	-0.4284
LOC51064	-0.8859
HIBCH	-0.998
FLJ13052	-0.9176
PIK3AP1	-0.8046
KIAA1549L	-0.9925
USP53	-0.7248
ABI3BP	-0.7829
DKFZP451F1115	-0.9869
STK32C	-0.9898
AEBP1	-0.5786
HOMEZ	0.1547
ASXL1	-0.6001
TCEAL8	-0.8562
RPUSD2	-0.9355
WDFY3	-0.6158
DOCK4	-0.914
THEMIS	-0.9464
RNF10	-0.495
METTL27	-0.4942
PACRGL	-0.5373
MYRIP	-0.6588
LMX1A	-0.9216
SOCS4	-0.4929
TFG	0.1591
DDX17	-0.3333
RAB1C	-0.8485
RAB8B	-0.39
EXTL1	-0.7857
KHSRP	-0.3772
GCDH	-0.7854
FOXJ1	-0.1344
KCNN1	-0.9316
KCNB2	-0.323
PRG4	-0.998
SLCO2A1	-0.9859
RIT1	-0.4737
SNAPC3	-0.0808
ZF6	-0.9874
PEX13	0.3779
ZF30	-0.998
TNPO1	-0.294
NKD2	-0.7162
MSI2	-0.6919
RBM33	-0.998
DNAJA3	-0.3378
ZNF274	-0.2009
FUBP3	-0.5146
Q96ID7	-0.748
NAP1L5	-0.4704
MIA2	-0.5448
PNMA5	-0.1397
PANX2	-0.8638
NR1H4	-0.216
CRBN	-0.6257
SPEN	-0.4849
RIT2	-0.5291
ZKSCAN3	-0.6744
UQCC2	-0.331
GRIP2	-0.7128
STRADB	-0.4504
NIF3L1	0.2573
CHRD	-0.0815
PTPN23	-0.7522
HIPK3	-0.3418
AUNIP	-0.9216
ECT2	-0.6254
MYOZ1	-0.4627
DROSHA	-0.7551
KCNH7	-0.8772
EURL	-0.9876
BICRA	-0.9355
SLC23A1	-0.7137
PNMA2	-0.3648
SNX7	-0.7185
POMP	-0.355
AKAP2	-0.9408
GSTK1	-0.2568
AP4S1	-0.5192
PCDHB5	-0.0761
ATP8	-0.873
FUSION	-0.9953
SLX1A	-0.1619
SLX1B	-0.7693
BASH	-0.8404
BTLA	-0.611
CD33	-0.3535
CD47	-0.3021
ERLIN2	-0.5698
FCERI	-0.9671
GGA3	-0.2648
HCST	-0.5101
HEXB	-0.4517
IL10RA	0.1197
IL11RA	-0.0827
IL13RA1	-0.0542
IL15RA	-0.0968
IL18	-0.3771
IL1A	-0.2059
IL20RA	-0.0719
KL	-0.3969
KRT33B	-0.008
KRT83	-0.2363
LIFR	-0.0747
MPL	-0.1142
ROS1	-0.7756
SCIMP	-0.9689
SIRPA	-0.5772
SPRY3	-0.383
UCKL1	-0.4198
VEGF	-0.818
VEGFR1	-0.8472
VPS37B	-0.1697
ZNF106	-0.945
TIE1	-0.7776
ANGPTL1	-0.8988
TNIP2	-0.7114
CIB1	-0.0371
SORBS1	-0.1606
MICAL1	-0.6688
ATG12	-0.1144
LPXN	-0.3657
FBP1	-0.2703
BBS10	-0.346
DDX39A	-0.3926
NACAD	-0.3977
NASP	-0.152
EPS8L2	-0.9323
ZNF331	-0.7051
SAE1	-0.6889
ARHGEF28	-0.8768
C-FGR	-0.7569
EDIL3	-0.9696
ELMO2	-0.1975
EMP2	-0.8533
GPER	-0.9696
NECTIN3	-0.4205
PTRH2	-0.875
RASGRF1	-0.13
UNC5A	-0.6073
UNC5D	-0.6821
UBXN11	-0.3343
PDE6D	-0.1849
GPX8	0.5351
ARFIP2	0.067
MYOD1	-0.013
RRAD	-0.7451
GRM3	-0.2835
GRM4	-0.3118
MYO7A	-0.0178
GJB1	0.0721
NRGN	-0.8137
GRK4	0.1047
MYOG	0.0461
MYF5	-0.1
MYF6	-0.2542
PDE1A	-0.8697
GRK1	0.1157
PPEF1	-0.8883
NEUROD1	-0.3381
ASCL2	-0.9069
MYO9B	-0.5232
PPEF2	-0.9489
GRM7	-0.2264
GRM5	0.049
CAMK1	-0.3911
LYST	-0.5012
EDF1	-0.7342
IQGAP2	-0.8124
KCNN2	-0.9683
KCNQ5	-0.5046
KCNN4	-0.8059
RGS10	-0.8875
ESRRG	-0.0462
CAMKK2	-0.6568
CNGA2	-0.5204
STRN3	-0.2351
CAMKK1	-0.7773
TRPC3	0.011
STRN4	0.2004
ADCYAP1R1	-0.5662
CALCR	-0.3899
CRHR1	-0.564
GLP1R	-0.4716
GLP2R	-0.9445
PTH2R	-0.5725
SCTR	-0.5819
VIPR1	-0.4976
ATP2B1	-0.6535
PCP4	-0.938
PLCD1	0.113
ADCY8	-0.4624
HTR2C	-0.3187
ADD1	-0.4644
ITPKA	-0.6111
ITPKB	-0.5165
LTF	-0.3201
MIP	-0.1392
GAP43	-0.6547
C11orf65	-0.9149
TBC1D1	-0.34
IQCE	-0.463
CAMTA2	-0.7265
IQCG	-0.8987
IQCN	-0.8649
POC5	-0.802
SPATA17	-0.9489
NSMF	-0.6217
ZNF280A	-0.6248
NOS3	-0.0397
PTAFR	-0.6654
GCLM	-0.6756
KCNQ4	-0.8003
C11ORF65	-0.7275
C4ORF3	-0.9858
SCN2A	-0.2686
TRPV5	-0.7932
KRTAP4-12	0.4161
SYNGAP1	-0.2817
KLHL12	-0.0172
PTPRR	-0.8773
ANKLE2	-0.7809
ERN1	-0.4058
FGF12	-0.2974
REST	0.3602
PPP2R5A	0.0166
SHCBP1	-0.3587
PPAP2B	-0.9848
LTK	-0.6662
ALK	-0.5983
PRKRA	-0.1338
HMOX2	-0.0547
NUDT21	0.1742
OSGEP	0.0612
MRPL44	0.0962
GEMIN7	-0.338
SMAP	-0.405
PSPH	-0.9101
DUSP23	0.0006
CALCOCO1	-0.2831
CEACAM6	-0.2277
HEPACAM	-0.9137
TRPC1	-0.2548
SCP2	-0.5489
TNFRSF1B	-0.3252
BST1	-0.769
EDNRB	-0.5555
MALL	0.1328
CD40	-0.0761
HTR1F	-0.4522
GJB2	0.052
GJA3	-0.2104
CAVIN2	-0.5503
KCNA3	-0.4593
F2R	-0.0988
CAVIN1	-0.1984
CAVIN3	-0.6086
ADRB3	-0.6432
ANKRD2	-0.5207
AQP3	-0.3408
ATG5	0.0431
BVES	-0.8159
CAVIN4	-0.7164
CNOT3	-0.1576
FZD5	-0.0319
GJA4	-0.5067
GJA5	0.1622
GJC1	-0.1363
GJC2	-0.3926
ID1	-0.3378
JPH2	-0.9243
LRP6	0.1065
NCF1B	-0.8772
NCF1C	-0.8772
NOSTRIN	-0.8071
NPC1	-0.4751
POPDC2	-0.9674
POPDC3	-0.9674
POU3F3	-0.4847
PTGIS	-0.7873
STIM1	0.0363
STOML1	-0.8019
TRPC4	-0.363
TRPC5	-0.2361
TRPC7	-0.4798
YIPF3	-0.755
MAP2K4	0.0501
PEBP1	-0.2876
RPS13	0.2618
TRAF5	0.0163
MAP3K8	-0.5028
IKBKAP	-0.4429
PELI3	-0.8908
ALPL	-0.949
RPL30	0.0676
RPS11	0.2823
MAVS	0.0495
CD40LG	-0.2201
CFLAR	-0.2344
CRADD	-0.1976
DDX58	0.0181
LTA	-0.2714
LTB	-0.3206
LTBR	-0.4124
NOD2	-0.2022
TAB3	-0.36
TANK	-0.1858
TNFRSF12A	-0.5777
TNFRSF13C	-0.5951
TNFSF13B	-0.5155
UBA3	-0.5996
SYNCRIP	-0.0575
ENPP1	-0.9893
KRT27	0.4159
TEAD1	-0.1525
PNPLA2	-0.3674
OGT	0.0199
RHOBTB3	-0.4664
MAPK7	-0.0198
FOXL2	-0.331
PAK1IP1	-0.9386
CDK11B	-0.554
CDC2L2	-0.6221
HIST1H4A	-0.7734
DSCAM	-0.7662
CRIPAK	-0.9817
SORBS2	-0.3526
ZNF823	-0.888
PGM1	-0.3552
ZNF83	-0.9658
ZC3H7A	-0.927
ZNF418	-0.9517
ZBTB18	-0.6409
CPLANE1	-0.958
MYNN	-0.6445
DYRK1B	-0.6509
SRSF5	0.0986
DKFZP686J04131	-0.7396
INPP5K	-0.1905
KALRN	-0.2741
MAP3K2	-0.4845
MAPK4	-0.7153
MKNK1	-0.4328
MYLK2	-0.4915
MYLK3	-0.5097
MYLK4	-0.5172
PPAT	-0.3147
PPP1R12B	-0.4052
PYCARD	-0.0205
TEAD2	-0.0605
TEAD3	-0.1341
LPHN1	-0.7461
ATP2B2	-0.7789
GRIK5	-0.4297
KCNJ4	-0.2859
KCNJ2	-0.2228
GUCY1A2	-0.3814
KCNJ10	-0.31
BAI1	-0.5868
LIN7A	-0.0893
FZD1	-0.1141
SEMA4F	-0.8008
KIF1B	-0.3901
CNKSR2	-0.6571
SEMA4C	-0.6476
GDA	-0.9579
KCND2	-0.1267
CIT	-0.5025
KIF13B	-0.4408
ZDHHC17	0.6625
