gene	betweenness
EP400	4.107860010648527e-05
EPAS1	0.0003403531419568482
EPB41	0.00020262834801023063
EPB41L1	0.00012193069279505434
EPB41L2	3.581301558628766e-05
EPB41L3	0.00013391963885892342
EPB41L4A	0.0
EPB41L4B	3.4069445503441773e-07
EPB41L5	1.7195935959517173e-05
EPB42	6.752515088441644e-05
EPB49	9.746699828025675e-06
EPC1	1.7961563298130247e-05
EPC2	5.536654126130549e-07
EPCAM	7.524528059218561e-07
EPDR1	4.920299484764954e-06
EPG5	2.114093181986269e-07
EPGN	5.608926509038544e-05
EPHA1	0.00010984996090018503
EPHA10	7.4389303308564254e-06
EPHA2	0.00027487752555854593
EPHA3	8.794510233989388e-05
EPHA4	1.721936332976007e-05
EPHA5	4.394439916828801e-06
EPHA6	1.623481244279805e-06
EPHA7	1.498676592753152e-05
EPHA8	2.2578689761204445e-05
EPHB1	4.715619157525679e-05
EPHB2	7.120522166897896e-05
EPHB3	4.500125629209105e-05
EPHB4	0.0001426686617026174
EPHB6	0.00020643744940165542
EPHX1	8.480356617558622e-06
EPHX2	5.551673933466956e-06
EPHX4	0.0
EPM2A	3.003668196952506e-06
EPM2AIP1	7.95902475811092e-05
EPN1	8.194267216835981e-05
EPN2	0.0003126601266374183
EPN3	9.050311692825451e-06
EPO	0.00011013816913004414
EPOP	5.4337315132251936e-08
EPOR	4.667672904820098e-05
EPPIN	0.0
EPPK1	1.0815131985785497e-06
EPR1	0.0
EPRS	0.0002573644092139734
EPRS1	3.657061792221606e-05
EPS15	0.00035109202782022275
EPS15L1	6.537322419501182e-05
EPS8	0.0009544982859761835
EPS8L1	2.5199808239626474e-06
EPS8L2	3.884592861569453e-07
EPSTI1	1.3650721902806915e-06
EPX	4.15535448420552e-06
EPYC	4.310597882885718e-09
ERAF	5.033987294712393e-07
ERAL1	9.293061338183592e-06
ERAP1	0.00010538829555319107
ERAP2	0.0
ERAS	4.90984433546624e-07
ERBB2	0.002967866652629373
ERBB2IP	8.525936495998736e-06
ERBB3	0.0007031630541671409
ERBB4	0.0005353841597812393
ERBIN	7.44218992394421e-05
ERC1	8.268103661650274e-06
ERC2	1.7435508784161515e-06
ERCC1	0.00018599821929581191
ERCC2	0.00046845481129826396
ERCC3	0.00034853406253862733
ERCC4	0.0002114549383542173
ERCC5	1.1831846788034807e-05
ERCC6	4.1769662500894075e-05
ERCC6L	2.8780910028684176e-05
ERCC6L2	7.744813295229733e-08
ERCC8	9.297533879199471e-05
EREG	0.00012630343869522237
ERF	5.491401909764408e-06
ERG	2.703094271694772e-06
ERG28	0.0009486334141214221
ERGIC1	6.409416610113441e-08
ERGIC2	0.0
ERGIC3	0.0007200633234916078
ERH	0.0001720882296144602
ERI1	1.6005737614752327e-06
ERI3	3.915464953961769e-07
ERICH1	0.0
ERICH2	4.795678964868852e-07
ERICH4	8.477062301118087e-08
ERICH5	0.0
ERLEC1	1.5838210927748995e-06
ERLIN1	0.0001286020380688498
ERLIN2	2.6601434951403502e-05
ERMAP	3.243676032023864e-06
ERMN	2.1448693324527363e-05
ERMP1	4.006367250676792e-05
ERN1	5.675353127036354e-05
ERN2	3.9486708657075897e-07
ERO1A	2.600136338018435e-05
ERO1B	1.6995549692428789e-06
ERO1L	6.130487275790884e-07
ERO1LB	2.648606428505692e-07
ERP27	0.00011111579306438201
ERP29	4.599233794479814e-05
ERP44	5.693985409489909e-06
ERRFI1	0.00010964737053010344
ERVFRD-1	5.2518352652458934e-06
ERVK3-1	0.0
ERVV-1	0.0
ERVWE1	0.00010534053940755965
ESAM	5.483013435883503e-07
ESCO1	0.0
ESCO2	1.730477325342421e-06
ESD	9.622542219525876e-06
ESF1	4.0665958856519294e-08
ESM1	5.72892875364998e-06
ESPL1	3.2535065120147914e-05
ESPN	4.1164403562110435e-07
ESPNL	1.5063305108043768e-06
ESR1	0.006291361571609786
ESR2	0.0038498045553496873
ESRP1	6.43635370128688e-06
ESRP2	1.5101427826992502e-06
ESRRA	0.00010027811133520297
ESRRB	1.1021625731297914e-06
ESRRG	0.0004377810817504127
ESS2	1.4058711286147936e-05
ESX1	6.30932933304075e-07
ESYT1	0.0
ESYT2	0.00021066994874597596
ESYT3	0.0
ETAA1	2.5075281550757804e-08
ETB1	0.0
ETF1	9.162514598033258e-05
ETFA	1.8863692731923218e-05
ETFB	0.00010774817566156221
ETFBKMT	0.0
ETFDH	1.1655460075654948e-05
ETFRF1	0.0
ETHE1	7.861143400431188e-05
ETNK1	2.564711958881344e-06
ETNK2	3.271561923849994e-06
ETS1	0.0011560359152095398
ETS2	0.0002508784336025853
ETV1	1.5000551653216526e-05
ETV2	0.0
ETV3	2.13677852733922e-06
ETV3L	0.0
ETV4	0.0001353548357131104
ETV5	0.00014579493466083392
ETV6	1.811619828164202e-05
ETV7	9.14399494093326e-06
EURL	1.0632654684974319e-06
EVA1A	8.807893382116368e-06
EVA1B	4.072781297697301e-07
EVC	1.7879043149326492e-06
EVC2	3.7432700171405984e-06
EVI2A	4.154148496537895e-06
EVI2B	8.033075604162465e-05
EVI5	2.7000336657037973e-05
EVI5L	6.588628503345378e-06
EVL	6.351406187387714e-05
EVPL	1.590221900057541e-05
EVPLL	0.0
EVX1	0.0
EVX2	7.079111112438788e-06
EWSR1	0.003388495084408879
EXD1	1.0468397666090179e-06
EXD2	0.0
EXD3	0.0
EXO1	3.7168260209447014e-05
EXOC1	0.00024142519493833636
EXOC2	0.00014215868085813504
EXOC3	6.730222297331782e-05
EXOC3-AS1	6.286123510459705e-07
EXOC3L1	7.614393890049491e-06
EXOC3L2	3.402041521148178e-05
EXOC3L4	1.441201178878785e-08
EXOC4	0.00024435833041385564
EXOC5	0.0005862089972216368
EXOC6	4.3720840690150925e-05
EXOC6B	2.6536900995872825e-06
EXOC7	0.00021620576000809736
EXOC8	0.0003695151777861129
EXOSC1	0.00018251864955877683
EXOSC10	0.0003782551958038053
EXOSC2	0.00017207446401523808
EXOSC3	3.8818660755181825e-05
EXOSC4	0.0005989539849518485
EXOSC5	0.00059819858257119
EXOSC6	0.00020430731546156454
EXOSC7	5.04644748621122e-05
EXOSC8	0.00045141401481458963
EXOSC9	0.00014096055212222896
EXPH5	1.968817019262615e-06
EXT1	2.504624941090954e-06
EXT2	3.9465304918923765e-05
EXTL1	6.985471152674451e-06
EXTL3	8.055681453026488e-06
EYA1	2.3086509268310593e-05
EYA2	8.009807321303758e-05
EYA3	1.7767184483238257e-05
EYA4	4.5193712779600595e-06
EZH1	1.03220299327e-06
EZH2	0.000649456242959609
EZHIP	5.984204629371365e-08
EZR	0.0008018418733876793
EZR-ROS1	0.0
F10	0.0002286716167423394
F11	2.9995749860154297e-06
F11R	0.00020563865955787732
F12	8.225693993044282e-06
F13A1	1.679034382722754e-05
F13B	1.1662934668057281e-08
F2	0.0007693406259570375
F2R	0.00025359044332810246
F2RL1	0.00010855596445267588
F2RL2	0.0001273957405313479
F2RL3	2.6837905524024783e-05
F2Z2H2	0.0
F2Z2H6	0.0
F3	3.9756060765001175e-05
F4ZW62	7.629419209025841e-07
F5	0.00022081781587248242
F5CTF3	6.46759281403201e-07
F5GWE6	1.2640851125189598e-06
F5GXJ4	0.0
F5GZ44	0.0
F5GZM7	0.00010722040600804619
F5GZT1	6.113575542348465e-08
F5H1Q3	1.518600505722556e-06
F5H238	7.939945824653896e-08
F5H241	0.0
F5H2Q5	0.0
F5H357	0.00016282618733541406
F5H3R7	2.6755298410419297e-05
F5H4I9	4.12356922930007e-08
F5H4T9	0.0
F5H5E5	0.0
F5H8M2	0.0
F6STL4	0.0
F7	4.092587148252175e-06
F8	0.00012234389332666318
F8A1	3.213289732692247e-07
F8A2	0.0
F8A3	0.0
F8VPI7	0.0
F8VSA3	8.561830211857485e-08
F8VSB5	3.862117711105477e-07
F8VVS0	7.754436073604039e-07
F8VVU6	9.965240641688094e-10
F8VWE3	0.0
F8VXF8	0.0
F8VXI5	1.5592863173747565e-06
F8VYX6	0.0
F8VZD8	0.0
F8W6G7	0.0
F8W6J9	0.0
F8W729	1.2618030997421742e-07
F8W786	0.0
F8W894	0.0
F8W9B4	3.652155676961033e-07
F8WBI7	2.6937065486051896e-06
F8WBK4	0.0
F8WBU6	0.0001055445383668472
F8WCN8	1.1027265548065584e-07
F8WCX0	7.026295296369326e-07
F8WEI5	0.0
F9	3.0217894378716695e-05
FA2H	6.304601820874366e-05
FAAH	0.0
FAAP100	3.9504077500527277e-05
FAAP20	8.893985981851712e-05
FAAP24	2.3975556731468566e-06
FABP1	1.962351573881971e-06
FABP2	4.479393732499093e-06
FABP3	2.188801507631511e-05
FABP4	1.2018346136218704e-05
FABP5	1.3183162374605397e-06
FABP6	1.7137438375147247e-05
FABP7	0.0
FADD	0.0004156489824314287
FADS1	2.4377375153962714e-06
FADS2	3.96537211981344e-06
FADS3	0.0
FADS6	2.1203467022132162e-05
FAF1	0.0001134495398613801
FAF2	1.0486742127448911e-05
FAH	1.524217537414485e-06
FAHD1	1.4414299018289403e-06
FAIM	3.849005886062943e-06
FAIM2	1.4981033825265384e-05
FAM100A	2.5251744772580288e-08
FAM101A	9.74654247250703e-08
FAM101B	8.836462515260431e-07
FAM102A	7.271284038073372e-07
FAM103A1	2.860678115100814e-07
FAM104A	5.7208417503115424e-08
FAM104B	0.0
FAM105B	0.0
FAM107A	4.489798310377033e-05
FAM107B	0.0
FAM109A	0.0
FAM110A	0.0001344790160848404
FAM110B	1.93708171170194e-07
FAM110C	0.0
FAM111A	0.0
FAM111B	0.0
FAM113A	0.0
FAM114A1	9.30353036184843e-06
FAM114A2	3.0555515383632414e-06
FAM115A	1.908316541054511e-07
FAM117B	1.462580458749148e-06
FAM118A	2.0002762429717992e-05
FAM118B	4.946765754531524e-05
FAM120A	5.286437081715454e-08
FAM120AOS	0.0
FAM120B	6.334773186540184e-06
FAM120C	8.935774787580026e-08
FAM122A	0.0
FAM122C	0.0
FAM124A	3.860538179414908e-05
FAM124B	0.00010454870000699478
FAM125A	2.6636338809825695e-09
FAM126A	0.0
FAM126B	7.980976257017755e-06
FAM127A	0.0
FAM127B	5.21897356056946e-07
FAM131A	0.0
FAM131B	2.788653517514275e-06
FAM131C	5.531227619268202e-06
FAM133A	2.8175642531728016e-05
FAM134A	1.4398413834162886e-08
FAM135B	1.8699819576514486e-07
FAM136A	8.565539331877896e-06
FAM13A	2.568956020129827e-07
FAM13B	2.7482109044036755e-06
FAM13C	8.665501377731083e-06
FAM151B	0.0
FAM153A	9.187751636419463e-07
FAM153B	3.570108839985853e-06
FAM156A	2.353875260503627e-06
FAM156B	2.353875260503627e-06
FAM158A	0.0
FAM160A2	2.0144446241084327e-06
FAM161A	0.00051116456194064
FAM161B	0.0002306778206190919
FAM162A	4.277621583349345e-08
FAM163A	2.9895593776421023e-07
FAM163B	0.0
FAM164C	1.5678258044835708e-07
FAM166A	2.5955320826427513e-07
FAM166B	1.0833806425706455e-05
FAM167A	9.448475087100919e-07
FAM168A	0.00019957461456469123
FAM168B	1.7559042202250753e-05
FAM169A	5.536650135415073e-08
FAM171A1	0.0
FAM171A2	8.137340604192858e-08
FAM171B	2.091735077097174e-07
FAM172A	0.0
FAM173A	2.5395856760913207e-06
FAM174A	1.72712736208983e-05
FAM175A	0.0
FAM175B	0.0
FAM176A	0.0
FAM177A1	3.403792806610601e-06
FAM178B	9.253746073499476e-07
FAM180B	0.0
FAM181A	0.0
FAM181B	0.0
FAM184A	6.095775889799014e-08
FAM185A	0.0
FAM187A	1.0914262192763587e-05
FAM188A	0.0
FAM189A2	1.6477303949362285e-06
FAM189B	0.0
FAM190B	9.015837290122202e-07
FAM192A	1.2499968262359252e-07
FAM193B	6.571693884075829e-06
FAM195A	7.045530466354458e-08
FAM199X	0.0
FAM200A	1.3035437054044916e-07
FAM204A	4.790093944048212e-07
FAM207A	7.073007436220968e-07
FAM209A	0.0016709839138452473
FAM20A	0.0005731989104751428
FAM20B	7.507638922308567e-06
FAM20C	0.0008765113274787669
FAM210B	6.761678417915249e-05
FAM214A	1.6563723585992254e-06
FAM214B	9.7767736407971e-05
FAM217A	2.0419185832040397e-07
FAM217B	4.84355916270536e-06
FAM218A	6.896021562938058e-07
FAM219A	2.620973121220432e-06
FAM219B	3.499941259132615e-07
FAM21C	0.0
FAM220A	7.77799891414641e-07
FAM220BP	0.0
FAM221A	7.740010069026012e-06
FAM221B	2.6638903740937657e-06
FAM222B	2.0741817328059528e-05
FAM228A	7.412566016510563e-06
FAM229B	7.906024342780143e-09
FAM22F	6.618384896523013e-07
FAM241B	2.2638575799853787e-05
FAM24B	1.2646115734848709e-08
FAM25A	8.218153591879154e-06
FAM25C	8.218153591879154e-06
FAM25G	8.218153591879154e-06
FAM27E3	2.3593573640097232e-06
FAM32A	4.807967352370677e-08
FAM3A	1.900667528769559e-05
FAM3B	1.7427188522317163e-05
FAM3C	7.333695160649169e-05
FAM40A	4.5923242952727297e-07
FAM43A	0.0
FAM45B	7.620348337712025e-07
FAM46A	7.803618813131799e-06
FAM46B	0.0
FAM46C	1.2164155799521774e-07
FAM46D	0.0
FAM47A	0.0
FAM47B	9.084182321154248e-09
FAM47E-STBD1	6.725747256245203e-07
FAM48A	5.101467641034576e-07
FAM49B	2.296648608221611e-07
FAM50B	6.04879062938186e-05
FAM53B	2.4589712361543677e-07
FAM53C	2.9763732406348615e-05
FAM57A	8.426426929763377e-08
FAM58A	0.0
FAM60A	0.0
FAM63A	2.038021157133701e-08
FAM69B	0.0
FAM71A	0.0
FAM71C	2.745098371440711e-05
FAM71E2	2.948083557428277e-07
FAM71F1	4.115589437665326e-08
FAM71F2	0.0
FAM72A	9.050079250042006e-07
FAM72B	0.0
FAM72D	9.438214307370538e-07
FAM74A1	8.50787972333324e-09
FAM74A4	1.769863036129347e-05
FAM74A6	1.769863036129347e-05
FAM76B	3.693603776689989e-06
FAM81A	1.4533721050031265e-06
FAM81B	3.7558389770171177e-07
FAM82A2	0.0
FAM83A	1.1250928131580975e-05
FAM83B	0.0
FAM83D	5.832296279021078e-07
FAM83G	0.0
FAM83H	3.3870214894327515e-08
FAM84B	0.0
FAM86A	0.0
FAM86C	0.0
FAM86C1	1.3126139807042554e-07
FAM86C1P	1.8499406896691122e-05
FAM89B	0.0
FAM90A1	0.0006164776893537563
FAM92A	4.838729421471423e-07
FAM92B	0.0
FAM96A	0.0
FAM96B	0.0
FAM98A	3.7076154138552413e-06
FAM98B	3.887674607562483e-06
FAM9A	9.124489082333794e-05
FAM9B	0.0015684769091244488
FAM9C	2.323271913792441e-06
FAN1	2.243689974933259e-05
FANCA	8.510761560915496e-05
FANCB	3.431623575612222e-05
FANCC	6.375138523105427e-05
FANCD2	8.200797652923406e-06
FANCE	1.945835867368555e-06
FANCF	1.2594390754391153e-05
FANCG	0.00011982108884511267
FANCI	9.720667099807994e-06
FANCL	0.0001804280909633581
FANCM	0.00010903928947060135
FANK1	2.600966727207267e-06
FAP	1.5094940606747134e-06
FAR1	1.7110826838298737e-06
FARP1	1.6444505147220677e-07
FARP2	4.163695226723272e-06
FARS2	0.00027401822246322
FARSA	0.00011957028884873293
FARSB	8.200443188646438e-07
FARSLA	6.538039254437995e-06
FAS	0.0002018829901990772
FASLG	0.00037376613674534415
FASN	0.00025948620026674184
FASTK	8.047201934396958e-06
FASTKD3	1.1433321839658976e-06
FASTKD5	6.761268359024307e-06
FAT1	1.968414081908048e-05
FAT2	8.633058197144332e-09
FAT3	8.633058197144332e-09
FAT4	1.8766180112744743e-05
FATE1	0.0009305994604554171
FAU	2.8934172281428115e-05
FAXC	1.1453986334282263e-06
FAXDC2	1.2287226138881412e-05
FBF1	0.00043941265204760696
FBH1	1.1071180537755287e-05
FBL	0.0002058319838515792
FBLIM1	1.2792493562851251e-05
FBLL1	3.202584592322006e-08
FBLN1	0.0004870956945085161
FBLN2	3.638300831163093e-05
FBLN5	2.8185182514950566e-05
FBN1	7.344387137516894e-05
FBN2	4.246348911000755e-06
FBN3	2.5468723060964472e-06
FBP1	0.00019265737048506629
FBP2	1.551640740807391e-07
FBXL12	8.010769253288295e-05
FBXL13	4.91463209129119e-06
FBXL14	2.152528593832827e-05
FBXL15	1.8290922027531317e-05
FBXL16	1.3501305942458523e-05
FBXL17	2.640364684961004e-07
FBXL18	0.00015146359537112082
FBXL19	7.693442336389846e-05
FBXL2	9.529590104859901e-06
FBXL20	2.3086555726451218e-05
FBXL21P	3.4246505337666013e-06
FBXL22	1.9577356551253005e-06
FBXL3	3.993370428578168e-05
FBXL4	1.9577356551253005e-06
FBXL5	2.1556945116955484e-05
FBXL6	1.5537459256789694e-08
FBXL7	6.323148633306647e-05
FBXL8	2.3300157302173647e-05
FBXO10	1.0543703677669279e-05
FBXO11	1.1490427510377668e-05
FBXO15	1.9577356551253005e-06
FBXO16	5.10044585037203e-07
FBXO17	9.752254572724495e-05
FBXO18	1.7385798952314566e-07
FBXO2	0.00018317563015546548
FBXO21	3.2191701804609426e-05
FBXO22	3.8098325715767816e-06
FBXO24	1.0614015975211112e-05
FBXO25	1.2748424455988617e-05
FBXO27	6.596366074838982e-06
FBXO28	3.0075332753783538e-05
FBXO3	1.1536179359047772e-05
FBXO30	1.2046928626391401e-05
FBXO31	1.0080306738581736e-05
FBXO32	1.8567229027611722e-05
FBXO33	3.7401727470511306e-08
FBXO34	3.081351946898778e-05
FBXO38	3.079616015183146e-06
FBXO39	0.0
FBXO4	3.479738303035658e-05
FBXO40	4.91463209129119e-06
FBXO41	9.705337023977883e-06
FBXO42	0.0
FBXO43	1.4131914548848868e-06
FBXO44	0.0001061946202052404
FBXO45	2.248550264323187e-06
FBXO46	2.989191485083614e-07
FBXO48	0.0
FBXO5	1.303819882036707e-05
FBXO6	0.0005613716128949046
FBXO7	1.7728351972130766e-05
FBXO8	1.8583575970941569e-07
FBXO9	1.4974000591427431e-05
FBXW10	1.9577356551253005e-06
FBXW11	0.0001486714562491749
FBXW12	1.9577356551253005e-06
FBXW2	5.827518026284953e-05
FBXW4	2.0547042973072764e-05
FBXW5	0.0002755766715666929
FBXW7	0.0013113811657903195
FBXW8	7.817487132902379e-06
FBXW9	1.9577356551253005e-06
FCAMR	1.8157518431055808e-05
FCAR	2.6286640658742523e-05
FCER1A	0.00010955245933870586
FCER1G	0.0011598921694421934
FCER2	1.700348299710147e-06
FCERI	0.0
FCF1	7.577924104333547e-06
FCGR1A	0.00042263108329682427
FCGR1B	0.0
FCGR2A	0.0001805806564832692
FCGR2B	0.00014624404851172368
FCGR2C	1.5776988144392906e-05
FCGR3A	0.0001278535568428749
FCGR3B	6.369882147555482e-05
FCGRT	8.484760973649664e-05
FCHO1	0.0003002712714504886
FCHO2	1.926397971183566e-05
FCHSD1	3.7006109559473227e-09
FCHSD2	0.0002497913340623017
FCMR	8.11883962667319e-06
FCN1	6.649980014337142e-06
FCN2	2.1691452683307017e-07
FCN3	7.973833129643018e-08
FCRL2	3.268454019204462e-06
FCRL3	6.82419037177546e-06
FCRL4	3.4410192506773154e-06
FCRL5	9.847643620214805e-08
FCRL6	5.523180747011585e-07
FCRLA	6.4725278762682754e-09
FCRLB	0.0
FCSK	1.5435352058523695e-08
FDCSP	6.195961141064128e-07
FDFT1	4.9741489444815735e-05
FDPS	2.8484889770194566e-05
FDX1	0.00010894515764445887
FDX2	1.0032145590734179e-05
FDXACB1	1.8818178761744826e-06
FDXR	1.748094485254806e-06
FECH	3.3231677629386433e-06
FEM1A	2.5824665903232243e-05
FEM1B	8.887561228414473e-06
FEM1C	8.47281210333483e-06
FEN1	4.860487892303427e-05
FER	3.92383419510533e-05
FERD3L	1.2607157298342732e-05
FERMT1	3.296845480988324e-06
FERMT2	2.677913170922685e-05
FERMT3	2.241087288236364e-05
FES	0.00010818935162538021
FETUB	1.5248741618579819e-06
FEV	2.8191595451022428e-09
FEZ1	0.000333352365530149
FEZ2	5.517878391434808e-06
FEZF1	1.2507655698061017e-06
FEZF2	3.1055977268242286e-07
FFAR1	3.725841111324898e-07
FFAR2	0.0005964444193101183
FFAR3	2.725359355843914e-05
FFAR4	1.2186040224510311e-06
FGA	0.00013646996748756178
FGB	0.00010202126891143154
FGD1	1.0666538505443136e-05
FGD2	8.319354086256602e-06
FGD3	4.035471988485693e-07
FGD4	1.0657872805185188e-05
FGD5	2.278577441173306e-08
FGD6	6.532388843705786e-08
FGF1	8.869646407475713e-05
FGF10	5.8627070152260153e-05
FGF11	3.720366206223199e-06
FGF12	3.088685317444668e-05
FGF13	9.319163594788598e-06
FGF14	6.112550983649253e-05
FGF16	2.8995345579418315e-05
FGF17	3.1654659421749585e-05
FGF18	1.180381205105663e-05
FGF19	0.00010881395812695237
FGF2	0.00024388333381485797
FGF20	1.7870727189663788e-05
FGF21	2.575482249714765e-05
FGF22	2.505189492063449e-05
FGF23	0.00016537946105643663
FGF3	5.651605737013166e-05
FGF4	7.502372850971295e-05
FGF5	1.8024464119763325e-05
FGF6	3.794209276274755e-05
FGF7	4.759681905050249e-05
FGF8	8.449373536181944e-05
FGF9	2.5326998977911323e-05
FGFBP1	6.770684223896864e-06
FGFBP2	0.0
FGFR1	0.00034387932716965514
FGFR1OP	0.00012740261141493012
FGFR1OP2	1.0538925047275784e-05
FGFR2	0.0003656600183675995
FGFR3	0.0007445953972815331
FGFR4	0.00029126746354601695
FGFRL1	9.934620379524861e-08
FGG	2.7602975138146505e-05
FGL1	1.670814775340408e-07
FGL2	0.0
FGR	0.00022422900264037012
FH	2.535150497975536e-05
FHIT	1.382873936271425e-05
FHL1	0.00015741716534078905
FHL2	0.0011513471993786122
FHL3	0.0017404416955500537
FHL5	0.0002499639681248723
FHOD1	1.8480981565740562e-05
FHOD3	0.0
FIBCD1	0.0
FIBP	3.7245977038268174e-06
FICD	8.530440644790561e-05
FIG4	2.356137578606831e-06
FIGF	4.644542687424509e-09
FIGLA	1.0289235786427928e-06
FIGN	2.420886585518077e-08
FIGNL1	0.00010609843594156678
FILIP1L	2.3934945949843214e-06
FIP1L1	0.00014428597425124198
FIS1	0.00019011480459944557
FITM2	6.8851053884550805e-09
FIZ1	2.2338247274116267e-08
FJX1	0.00010534053940755967
FKBP10	1.4193607773266396e-07
FKBP11	0.0
FKBP14	1.575194289152278e-06
FKBP15	5.340108390722337e-07
FKBP1A	0.0001292888047000482
FKBP1B	6.487618027075725e-05
FKBP1C	7.172544769014592e-08
FKBP2	3.212271441185768e-05
FKBP3	1.2356875916176923e-06
FKBP4	0.00020707904450530573
FKBP5	0.0005889044809515166
FKBP6	0.0003373415206727532
FKBP7	0.00030802792836863175
FKBP8	0.0002952690515488196
FKBPL	0.00022925029140710877
FKRP	0.0
FKSG42	0.0
FKSG83	0.0
FLACC1	3.466003981872654e-05
FLAD1	1.640616137949724e-05
FLCN	3.452770628977017e-05
FLG	5.946046371639429e-05
FLI1	8.186256286356946e-05
FLII	8.83672606067128e-06
FLJ00012	6.080747625609621e-07
FLJ00017	6.804376933213311e-08
FLJ00045	0.0
FLJ00085	1.3692658897240465e-08
FLJ00092	1.3795742993436198e-06
FLJ00120	1.3240590382722263e-08
FLJ00163	4.5672976200525615e-06
FLJ00305	0.0
FLJ00308	4.845817980013485e-09
FLJ00318	2.815112959052493e-07
FLJ00321	0.0
FLJ00323	5.664188215188724e-06
FLJ00327	0.0
FLJ00339	1.441201178878785e-08
FLJ00371	0.0
FLJ00404	6.594137904867525e-06
FLJ00420	4.450871323222645e-08
FLJ10324	6.776453479470827e-07
FLJ10404	5.307325567287986e-07
FLJ10842	2.3751198704445176e-07
FLJ13052	2.135829277298823e-06
FLJ13057	0.00033278807108057257
FLJ23584	1.5117019619889797e-07
FLJ34048	2.906495781093183e-08
FLJ38668	1.2512113398348542e-08
FLJ90650	0.0
FLNA	0.0010283969888809504
FLNB	5.9175328992164066e-05
FLNC	0.00021882439484868964
FLOT1	4.947057807426797e-05
FLOT2	9.590914297040367e-05
FLRT1	4.9732734558584955e-09
FLRT2	2.611735992513003e-05
FLRT3	8.596952917465591e-05
FLT1	7.400920616338163e-05
FLT3	0.00011666597636340207
FLT3LG	8.034218018132125e-06
FLT4	0.00017883138840251136
FLVCR1	1.0793533621054162e-06
FLYWCH1	5.880348208534811e-06
FLYWCH2	6.05335723788117e-08
FMN1	5.141115726662142e-07
FMN2	0.0
FMNL1	2.895451086942028e-06
FMNL2	6.99908668197632e-06
FMNL3	3.979444803918087e-06
FMO1	2.3880932707611745e-07
FMO3	1.3990057203937018e-06
FMO4	0.0
FMOD	8.708254485438195e-05
FMR1	0.0001691085137515763
FN1	0.001596799677123952
FNBP1	9.699687293222728e-05
FNBP1L	0.00018700493924885662
FNBP3	1.1044772032337731e-07
FNBP4	2.100412371596292e-06
FNDC11	8.356458677415546e-05
FNDC3B	0.0003339113909967199
FNDC4	0.0
FNDC5	8.723876606336519e-07
FNDC6	0.0
FNDC8	2.4906493926027655e-06
FNDC9	0.00044680133558473067
FNIP1	1.0936380785978038e-05
FNIP2	6.538725365399593e-06
FNTA	9.948467237889548e-05
FNTB	2.7039808667689875e-05
FOCAD	0.0
FOLH1	2.664181423932998e-06
FOLR1	5.908180458868993e-05
FOLR2	0.0
FOLR3	1.4192519855868398e-07
FOPNL	0.0
FOS	0.00421610135204841
FOSB	8.56744213138139e-05
FOSL1	0.000223116586889969
FOSL2	0.0001430688564216325
FOXA1	0.0008403902148093462
FOXA2	0.0005073143718301198
FOXA3	4.398735215157187e-05
FOXB1	6.704450576280396e-05
FOXC1	2.1336104191078247e-05
FOXC2	0.00013663293413340328
FOXD1	6.368098345845227e-07
FOXD2	5.404192272606454e-05
FOXD3	2.4354876196731175e-06
FOXD4	4.093432766883987e-06
FOXD4L1	1.3804032138959388e-05
FOXD4L3	1.2487739944860823e-05
FOXD4L4	0.0
FOXD4L6	1.3896932979760647e-05
FOXE1	8.957316640467729e-06
FOXF1	1.0100993350939809e-05
FOXF2	1.7266271783585304e-06
FOXG1	2.1845795449974703e-05
FOXG1A	0.0
FOXH1	0.00029558227039077755
FOXI1	7.133938544389609e-06
FOXI2	1.3513426383663635e-08
FOXJ1	0.0002633965142628722
FOXJ2	6.265896162596392e-06
FOXJ3	1.6680737777651135e-07
FOXK1	1.4975873757664784e-05
FOXK2	4.1772249543373994e-05
FOXL1	8.805130872657118e-05
FOXL2	2.3327219501663115e-05
FOXM1	0.00010023667004186943
FOXN1	1.6665435360535834e-05
FOXN2	3.59651225247062e-07
FOXN3	3.206657573664663e-06
FOXN4	9.181326628652749e-07
FOXO1	0.0006945871645927804
FOXO3	0.0004619740339468267
FOXO3B	1.6417821128858487e-07
FOXO4	0.00023721501463977644
FOXO6	6.267790021824658e-05
FOXP1	3.501202303531109e-05
FOXP2	8.256399730492411e-05
FOXP3	0.0004003743392213039
FOXP4	5.935341872874696e-08
FOXQ1	3.6781811910417497e-06
FOXR1	1.1720405068998353e-05
FOXR2	3.305623102389185e-06
FOXRED1	3.881880671242041e-07
FOXRED2	3.5406721385632946e-08
FOXS1	1.1180231450154513e-05
FPR1	8.192833548372092e-06
FPR2	2.41244900536625e-05
FPR3	2.1297010305456703e-06
FRA10AC1	0.0001229614367135071
FRAP1	1.0764934774426578e-07
FRAS1	4.1120184183979837e-07
FRAT1	4.924293509381995e-05
FRAT2	5.128180091086212e-07
FREM1	0.0
FREM2	0.0
FRG1	1.6494065478886428e-06
FRK	1.868832969380511e-06
FRMD1	4.801035279919024e-06
FRMD3	4.895559432523707e-07
FRMD4A	3.946766327074875e-06
FRMD4B	1.7580550536579996e-06
FRMD5	1.8988448622438263e-07
FRMD6	0.0001780264823684147
FRMD7	0.0
FRMD8	3.8102414022095496e-06
FRMPD1	0.0
FRMPD4	7.521189287898397e-08
FRS2	3.5524950417586965e-05
FRS3	0.0007723914215917528
FRY	1.553933672780348e-09
